nmprov,nmkab,nmkec,kdprov,kdkab,kdkec
NUSA TENGGARA BARAT,LOMBOK BARAT,KURIPAN,52,01,041
NUSA TENGGARA BARAT,BIMA,PALIBELO,52,06,041
NUSA TENGGARA BARAT,LOMBOK TENGAH,PRAYA TIMUR,52,02,030
NUSA TENGGARA BARAT,SUMBAWA,LABANGKA,52,04,131
NUSA TENGGARA BARAT,MATARAM,AMPENAN,52,71,010
NUSA TENGGARA BARAT,BIMA,BELO,52,06,040
NUSA TENGGARA BARAT,LOMBOK TIMUR,SELONG,52,03,070
NUSA TENGGARA BARAT,LOMBOK UTARA,GANGGA,52,08,030
NUSA TENGGARA BARAT,SUMBAWA,LABUHAN BADAS,52,04,081
NUSA TENGGARA BARAT,SUMBAWA,LANTUNG,52,04,112
NUSA TENGGARA BARAT,LOMBOK TIMUR,SAKRA TIMUR,52,03,022
NUSA TENGGARA BARAT,DOMPU,PAJO,52,05,011
NUSA TENGGARA BARAT,SUMBAWA,ALAS,52,04,050
NUSA TENGGARA BARAT,BIMA,AMBALAWI,52,06,071
NUSA TENGGARA BARAT,SUMBAWA,ROPANG,52,04,110
NUSA TENGGARA BARAT,SUMBAWA BARAT,SETELUK,52,07,050
NUSA TENGGARA BARAT,SUMBAWA,LENANGGUAR,52,04,111
NUSA TENGGARA BARAT,SUMBAWA,TARANO,52,04,141
NUSA TENGGARA BARAT,MATARAM,SEKARBELA,52,71,011
NUSA TENGGARA BARAT,SUMBAWA BARAT,JEREWEH,52,07,020
NUSA TENGGARA BARAT,DOMPU,DOMPU,52,05,020
NUSA TENGGARA BARAT,LOMBOK TENGAH,PRAYA BARAT,52,02,010
NUSA TENGGARA BARAT,BIMA,PARADO,52,06,011
BENGKULU,BENGKULU TENGAH,PEMATANG TIGA,17,09,060
BENGKULU,MUKOMUKO,AIR RAMI,17,06,011
BENGKULU,KAUR,PADANG GUCI HULU,17,04,073
BENGKULU,BENGKULU TENGAH,BANG HAJI,17,09,061
BENGKULU,MUKOMUKO,PENARIK,17,06,031
BENGKULU,MUKOMUKO,IPUH,17,06,010
BENGKULU,KEPAHIANG,MERIGI,17,08,080
BENGKULU,BENGKULU UTARA,AIR NAPAL,17,03,051
BENGKULU,BENGKULU,RATU AGUNG,17,71,021
BENGKULU,BENGKULU UTARA,MARGA SAKTI SEBELAT,17,03,101
BENGKULU,KAUR,MUARA SAHUNG,17,04,042
BENGKULU,LEBONG,LEBONG SELATAN,17,07,020
BENGKULU,BENGKULU SELATAN,BUNGA MAS,17,01,043
BENGKULU,REJANG LEBONG,SINDANG BELITI ILIR,17,02,021
BENGKULU,BENGKULU,SELEBAR,17,71,010
BENGKULU,BENGKULU,SUNGAI SERUT,17,71,031
BENGKULU,KAUR,MAJE,17,04,020
BENGKULU,KEPAHIANG,SEBERANG MUSI,17,08,030
BENGKULU,BENGKULU UTARA,BATIK NAU,17,03,071
BENGKULU,MUKOMUKO,AIR DIKIT,17,06,041
BENGKULU,BENGKULU SELATAN,MANNA,17,01,040
BENGKULU,KEPAHIANG,KEPAHIANG,17,08,050
BENGKULU,BENGKULU TENGAH,PAGAR JATI,17,09,040
BENGKULU,BENGKULU,RATU SAMBAN,17,71,022
BENGKULU,KAUR,PADANG GUCI HILIR,17,04,071
BENGKULU,BENGKULU UTARA,NAPAL PUTIH,17,03,091
BENGKULU,BENGKULU SELATAN,PASAR MANNA,17,01,044
BENGKULU,MUKOMUKO,SELAGAN RAYA,17,06,032
BENGKULU,LEBONG,LEBONG SAKTI,17,07,031
BENGKULU,BENGKULU UTARA,PINANG RAYA,17,03,093
BENGKULU,MUKOMUKO,TERAMANG JAYA,17,06,022
BENGKULU,BENGKULU,SINGARAN PATI,17,71,023
BENGKULU,LEBONG,PINANG BELAPIS,17,07,053
BENGKULU,BENGKULU SELATAN,PINORAYA,17,01,061
BENGKULU,MUKOMUKO,KOTA MUKOMUKO,17,06,040
BENGKULU,SELUMA,TALO,17,05,030
BENGKULU,LEBONG,URAM JAYA,17,07,052
BENGKULU,REJANG LEBONG,BERMANI ULU RAYA,17,02,045
BENGKULU,BENGKULU UTARA,LAIS,17,03,070
BENGKULU,REJANG LEBONG,BINDU RIANG,17,02,032
BENGKULU,LEBONG,BINGIN KUNING,17,07,021
BENGKULU,KAUR,KAUR TENGAH,17,04,040
BENGKULU,BENGKULU UTARA,ENGGANO,17,03,010
BENGKULU,BENGKULU UTARA,AIR PADANG,17,03,073
BENGKULU,SELUMA,SEMIDANG ALAS,17,05,020
BENGKULU,REJANG LEBONG,SINDANG DATARAN,17,02,034
BENGKULU,KAUR,TETAP,17,04,031
BENGKULU,SELUMA,SELUMA SELATAN,17,05,041
BENGKULU,BENGKULU SELATAN,HUTAN,17,01,999
BENGKULU,KEPAHIANG,MUARA KEMUMU,17,08,010
BENGKULU,BENGKULU,KAMPUNG MELAYU,17,71,011
BENGKULU,BENGKULU,GADING CEMPAKA,17,71,020
BENGKULU,BENGKULU TENGAH,MERIGI SAKTI,17,09,041
BENGKULU,LEBONG,PELABAI,17,07,042
BENGKULU,REJANG LEBONG,CURUP,17,02,040
BENGKULU,BENGKULU SELATAN,KEDURANG,17,01,042
BENGKULU,REJANG LEBONG,KOTA PADANG,17,02,020
BENGKULU,BENGKULU UTARA,AIR BESI,17,03,052
BENGKULU,REJANG LEBONG,CURUP SELATAN,17,02,043
BENGKULU,KAUR,TANJUNG KEMUNING,17,04,060
BENGKULU,SELUMA,ULU TALO,17,05,033
BENGKULU,KAUR,KAUR SELATAN,17,04,030
SULAWESI BARAT,MAMUJU,PAPALANG,76,04,031
SULAWESI BARAT,MAMASA,SESENAPADANG,76,03,070
SULAWESI BARAT,MAMUJU TENGAH,PANGALE,76,06,010
SULAWESI BARAT,POLEWALI MANDAR,B U L O,76,02,044
SULAWESI BARAT,PASANGKAYU,BULU TABA,76,05,021
SULAWESI BARAT,MAMASA,BUNTU MALANGKA,76,03,091
SULAWESI BARAT,POLEWALI MANDAR,LIMBORO,76,02,012
SULAWESI BARAT,POLEWALI MANDAR,TUBBI TARAMANU,76,02,020
SULAWESI BARAT,POLEWALI MANDAR,BALANIPA,76,02,011
SULAWESI BARAT,MAMASA,TABULAHAN,76,03,100
SULAWESI BARAT,MAMASA,TABANG,76,03,040
SULAWESI BARAT,MAMUJU,MAMUJU,76,04,020
SULAWESI BARAT,PASANGKAYU,DAPURANG,76,05,011
SULAWESI BARAT,MAMUJU,TAPALANG BARAT,76,04,011
SULAWESI BARAT,MAMUJU,SAMPAGA,76,04,032
SULAWESI BARAT,POLEWALI MANDAR,CAMPALAGIAN,76,02,030
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,76,03,082
SULAWESI BARAT,PASANGKAYU,DURIPOKU,76,05,012
SULAWESI BARAT,MAMASA,TAWALIAN,76,03,071
SULAWESI BARAT,PASANGKAYU,TIKKE RAYA,76,05,031
SULAWESI BARAT,MAMUJU,SIMBORO,76,04,022
SULAWESI BARAT,MAMUJU,TAPALANG,76,04,010
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,76,02,052
SULAWESI BARAT,MAMASA,MAMBI,76,03,080
SULAWESI BARAT,MAJENE,PAMBOANG,76,01,020
SULAWESI BARAT,MAJENE,TUBO SENDANA,76,01,033
SULAWESI BARAT,MAMUJU TENGAH,BUDONG-BUDONG,76,06,020
SULAWESI BARAT,MAJENE,TAMMERODO,76,01,031
SULAWESI BARAT,MAMASA,MESSAWA,76,03,020
SULAWESI BARAT,MAMASA,BAMBANG,76,03,081
SULAWESI BARAT,PASANGKAYU,PEDONGGA,76,05,032
SULAWESI BARAT,MAMUJU,KALUKKU,76,04,030
KEPULAUAN BANGKA BELITUNG,BANGKA,RIAU SILIP,19,01,131
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,MENTOK,19,03,030
KEPULAUAN BANGKA BELITUNG,BELITUNG,BADAU,19,02,061
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,SIMPANG RENGGIANG,19,06,021
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,KELAPA KAMPIT,19,06,040
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,PARITTIGA,19,03,051
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,JEBUS,19,03,050
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,DAMAR,19,06,031
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,PULAU BESAR,19,05,011
KEPULAUAN BANGKA BELITUNG,PANGKALPINANG,BUKIT INTAN,19,71,020
KEPULAUAN BANGKA BELITUNG,PANGKALPINANG,PANGKAL BALAM,19,71,030
KEPULAUAN BANGKA BELITUNG,BELITUNG TIMUR,GANTUNG,19,06,020
KEPULAUAN BANGKA BELITUNG,BELITUNG,SELAT NASIK,19,02,063
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TOBOALI,19,05,030
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,LEPAR PONGOK,19,05,050
KEPULAUAN BANGKA BELITUNG,BELITUNG,TANJUNGPANDAN,19,02,060
KEPULAUAN BANGKA BELITUNG,BANGKA SELATAN,TUKAK SADAI,19,05,031
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,PANGKALAN BARU,19,04,020
KEPULAUAN BANGKA BELITUNG,BANGKA TENGAH,KOBA,19,04,010
KEPULAUAN BANGKA BELITUNG,PANGKALPINANG,GIRIMAYA,19,71,021
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,TEMPILANG,19,03,020
KEPULAUAN BANGKA BELITUNG,BANGKA BARAT,KELAPA,19,03,010
KEPULAUAN BANGKA BELITUNG,PANGKALPINANG,RANGKUI,19,71,010
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,POSIGADAN,71,10,010
SULAWESI UTARA,MINAHASA SELATAN,AMURANG TIMUR,71,05,113
SULAWESI UTARA,MINAHASA SELATAN,KUMELEMBUAI,71,05,081
SULAWESI UTARA,SIAU TAGULANDANG BIARO,TAGULANDANG UTARA,71,08,040
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,PINOLOSIAN TENGAH,71,10,040
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG BARAT,71,06,070
SULAWESI UTARA,MINAHASA,TOMPASO BARAT,71,02,111
SULAWESI UTARA,KEPULAUAN TALAUD,BEO SELATAN,71,04,042
SULAWESI UTARA,MINAHASA,MANDOLANG,71,02,172
SULAWESI UTARA,MINAHASA SELATAN,SULUUN TARERAN,71,05,121
SULAWESI UTARA,MINAHASA SELATAN,AMURANG,71,05,111
SULAWESI UTARA,MANADO,TIKALA,71,71,031
SULAWESI UTARA,BOLAANG MONGONDOW,POIGAR,71,01,090
SULAWESI UTARA,SIAU TAGULANDANG BIARO,SIAU BARAT,71,08,070
SULAWESI UTARA,KEPULAUAN TALAUD,RAINIS,71,04,050
SULAWESI UTARA,MINAHASA SELATAN,MOTOLING BARAT,71,05,082
SULAWESI UTARA,BITUNG,LEMBEH UTARA,71,72,022
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,BOLAANG UKI,71,10,020
SULAWESI UTARA,KEPULAUAN SANGIHE,TAMAKO,71,03,050
SULAWESI UTARA,MINAHASA,TONDANO BARAT,71,02,190
SULAWESI UTARA,MINAHASA TENGGARA,TOMBATU TIMUR,71,09,051
SULAWESI UTARA,BOLAANG MONGONDOW,LOLAYAN,71,01,060
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BINTAUNA,71,07,020
SULAWESI UTARA,MINAHASA TENGGARA,RATAHAN TIMUR,71,09,042
SULAWESI UTARA,MINAHASA UTARA,TALAWAAN,71,06,051
SULAWESI UTARA,MINAHASA,PINELENG,71,02,170
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA BARAT,71,01,021
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,MODAYAG,71,11,040
SULAWESI UTARA,SIAU TAGULANDANG BIARO,TAGULANDANG SELATAN,71,08,020
SULAWESI UTARA,KEPULAUAN SANGIHE,MANGANITU,71,03,080
SULAWESI UTARA,MINAHASA,KAKAS BARAT,71,02,211
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA TIMUR,71,01,023
SULAWESI UTARA,KEPULAUAN SANGIHE,TABUKAN TENGAH,71,03,070
SULAWESI UTARA,KEPULAUAN TALAUD,KABARUAN,71,04,010
SULAWESI UTARA,SIAU TAGULANDANG BIARO,SIAU BARAT UTARA,71,08,100
SULAWESI UTARA,BOLAANG MONGONDOW,BOLAANG,71,01,100
SULAWESI UTARA,BITUNG,AERTEMBAGA,71,72,030
SULAWESI UTARA,KEPULAUAN SANGIHE,NUSA TABUKAN,71,03,101
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,PINOLOSIAN,71,10,030
SULAWESI UTARA,BITUNG,RANOWULU,71,72,040
SULAWESI UTARA,BITUNG,MAESA,71,72,031
SULAWESI UTARA,MINAHASA,LANGOWAN TIMUR,71,02,091
SULAWESI UTARA,KOTAMOBAGU,KOTAMOBAGU UTARA,71,74,040
SULAWESI UTARA,BOLAANG MONGONDOW,SANGTOMBOLANG,71,01,120
SULAWESI UTARA,MINAHASA,TOMBARIRI,71,02,160
SULAWESI UTARA,KEPULAUAN TALAUD,PULUTAN,71,04,052
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA TENGAH,71,01,024
SULAWESI UTARA,MINAHASA UTARA,KAUDITAN,71,06,020
SULAWESI UTARA,KEPULAUAN TALAUD,DAMAU,71,04,011
SULAWESI UTARA,MINAHASA,LEMBEAN TIMUR,71,02,220
SULAWESI UTARA,MINAHASA SELATAN,MOTOLING TIMUR,71,05,083
SULAWESI UTARA,MINAHASA,KAWANGKOAN BARAT,71,02,121
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA UTARA,71,01,022
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,HELUMO,71,10,021
SULAWESI UTARA,MINAHASA TENGGARA,RATAHAN,71,09,040
SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA,71,03,090
SULAWESI UTARA,BITUNG,MADIDIR,71,72,010
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,KAIDIPANG,71,07,050
SULAWESI UTARA,SIAU TAGULANDANG BIARO,SIAU BARAT SELATAN,71,08,050
SULAWESI UTARA,MINAHASA UTARA,KEMA,71,06,010
SULAWESI UTARA,MINAHASA UTARA,LIKUPANG SELATAN,71,06,081
SULAWESI UTARA,KEPULAUAN SANGIHE,KEPULAUAN MARORE,71,03,102
SULAWESI UTARA,SIAU TAGULANDANG BIARO,BIARO,71,08,010
SULAWESI UTARA,TOMOHON,TOMOHON TENGAH,71,73,020
SULAWESI UTARA,MINAHASA SELATAN,TOMPASO BARU,71,05,020
SULAWESI UTARA,MINAHASA TENGGARA,RATATOTOK,71,09,010
SULAWESI UTARA,MINAHASA TENGGARA,PUSOMAEN,71,09,020
SULAWESI UTARA,KEPULAUAN TALAUD,SALIBABU,71,04,021
SULAWESI UTARA,MINAHASA,DANAU TONDANO,71,02,888
SULAWESI UTARA,KOTAMOBAGU,KOTAMOBAGU TIMUR,71,74,020
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,BOLANG ITANG BARAT,71,07,040
SULAWESI UTARA,BOLAANG MONGONDOW UTARA,PINOGALUMAN,71,07,060
SULAWESI UTARA,KEPULAUAN TALAUD,MIANGAS,71,04,081
SULAWESI UTARA,MINAHASA,SONDER,71,02,130
SULAWESI UTARA,BOLAANG MONGONDOW,DUMOGA,71,01,026
SULAWESI UTARA,MINAHASA SELATAN,TATAPAAN,71,05,131
SULAWESI UTARA,MINAHASA,TOMBULU,71,02,171
SULAWESI UTARA,MINAHASA,LANGOWAN SELATAN,71,02,093
SULAWESI UTARA,MANADO,WANEA,71,71,021
SULAWESI UTARA,MINAHASA,REMBOKEN,71,02,200
SULAWESI UTARA,BOLAANG MONGONDOW SELATAN,PINOLOSIAN TIMUR,71,10,050
SULAWESI UTARA,MANADO,WENANG,71,71,030
SULAWESI UTARA,MINAHASA,ERIS,71,02,230
SULAWESI UTARA,BOLAANG MONGONDOW TIMUR,TUTUYAN,71,11,020
SULAWESI UTARA,KEPULAUAN SANGIHE,TAHUNA TIMUR,71,03,091
SULAWESI UTARA,MINAHASA,TONDANO TIMUR,71,02,250
SULAWESI UTARA,MINAHASA TENGGARA,TOMBATU UTARA,71,09,052
SULAWESI UTARA,KEPULAUAN TALAUD,BEO,71,04,040
GORONTALO,GORONTALO UTARA,ANGGREK,75,05,030
GORONTALO,GORONTALO,TELAGA BIRU,75,02,081
GORONTALO,GORONTALO,BATUDAA,75,02,020
GORONTALO,GORONTALO,KOTA TENGAH,75,71,031
GORONTALO,GORONTALO,DUNGALIYO,75,02,023
GORONTALO,GORONTALO,BILATO,75,02,044
GORONTALO,BOALEMO,PAGUYAMAN PANTAI,75,01,052
GORONTALO,BONE BOLANGO,SUWAWA,75,04,030
GORONTALO,GORONTALO,KOTA UTARA,75,71,030
GORONTALO,GORONTALO,LIMBOTO,75,02,070
GORONTALO,GORONTALO,TELAGA,75,02,080
GORONTALO,GORONTALO,KOTA BARAT,75,71,010
GORONTALO,GORONTALO,MOOTILANGO,75,02,041
GORONTALO,BOALEMO,TILAMUTA,75,01,040
GORONTALO,GORONTALO,TABONGO,75,02,022
GORONTALO,BOALEMO,BOTUMOITO,75,01,042
GORONTALO,BOALEMO,DULUPI,75,01,041
GORONTALO,BONE BOLANGO,TILONGKABILA,75,04,022
GORONTALO,GORONTALO,DUMBO RAYA,75,71,023
GORONTALO,GORONTALO,PULUBALA,75,02,031
GORONTALO,GORONTALO,HULONTHALANGI,75,71,022
GORONTALO,GORONTALO,LIMBOTO BARAT,75,02,071
GORONTALO,GORONTALO,DUNGINGI,75,71,011
GORONTALO,GORONTALO,DANAU LIMBOTO,75,02,082
GORONTALO,GORONTALO UTARA,SUMALATA,75,05,040
GORONTALO,GORONTALO,TELAGA JAYA,75,02,083
GORONTALO,POHUWATO,LEMITO,75,03,020
GORONTALO,GORONTALO,SIPATANA,75,71,032
GORONTALO,POHUWATO,TALUDITI,75,03,041
GORONTALO,GORONTALO UTARA,SUMALATA TIMUR,75,05,041
GORONTALO,BONE BOLANGO,KABILA BONE,75,04,041
GORONTALO,POHUWATO,RANDANGAN,75,03,040
GORONTALO,POHUWATO,POPAYATO TIMUR,75,03,012
GORONTALO,GORONTALO,KOTA TIMUR,75,71,021
GORONTALO,BONE BOLANGO,BONEPANTAI,75,04,040
GORONTALO,POHUWATO,PAGUAT,75,03,050
GORONTALO,POHUWATO,PATILANGGIO,75,03,031
GORONTALO,POHUWATO,BUNTULIA,75,03,032
BANTEN,TANGERANG SELATAN,SERPONG,36,74,020
BANTEN,PANDEGLANG,CARITA,36,01,121
BANTEN,TANGERANG,TELUKNAGA,36,03,200
BANTEN,LEBAK,BAYAH,36,02,030
BANTEN,LEBAK,MUNCANG,36,02,110
BANTEN,SERANG,CIOMAS,36,04,030
BANTEN,LEBAK,RANGKASBITUNG,36,02,180
BANTEN,TANGERANG SELATAN,PAMULANG,36,74,030
BANTEN,LEBAK,LEBAKGEDONG,36,02,121
BANTEN,SERANG,GUNUNG SARI,36,04,041
BANTEN,PANDEGLANG,CIPEUCANG,36,01,161
BANTEN,PANDEGLANG,MEKARJAYA,36,01,172
BANTEN,TANGERANG,JAMBE,36,03,021
BANTEN,SERANG,TUNJUNG TEJA,36,04,061
BANTEN,TANGERANG,PANONGAN,36,03,040
BANTEN,PANDEGLANG,BOJONG,36,01,090
BANTEN,SERANG,JAWILAN,36,04,100
BANTEN,TANGERANG SELATAN,PONDOK AREN,36,74,060
BANTEN,CILEGON,CILEGON,36,72,030
BANTEN,PANDEGLANG,CIKEUSIK,36,01,040
BANTEN,PANDEGLANG,CIKEDAL,36,01,131
BANTEN,CILEGON,CITANGKIL,36,72,011
BANTEN,TANGERANG,CIKUPA,36,03,030
BANTEN,TANGERANG,JAYANTI,36,03,131
BANTEN,SERANG,PAMARAYAN,36,04,090
BANTEN,SERANG,CINANGKA,36,04,010
BANTEN,SERANG,TIRTAYASA,36,04,270
BANTEN,TANGERANG,BENDA,36,71,060
BANTEN,PANDEGLANG,BANJAR,36,01,170
BANTEN,SERANG,BANDUNG,36,04,091
BANTEN,SERANG,KIBIN,36,04,121
BANTEN,SERANG,WALANTAKA,36,73,020
BANTEN,LEBAK,SAJIRA,36,02,130
BANTEN,TANGERANG,MAUK,36,03,160
BANTEN,TANGERANG,CISOKA,36,03,010
BANTEN,TANGERANG,KARAWACI,36,71,031
BANTEN,SERANG,SERANG,36,73,040
BANTEN,SERANG,CURUG,36,73,010
BANTEN,LEBAK,SOBANG,36,02,111
BANTEN,PANDEGLANG,CIBALIUNG,36,01,030
BANTEN,PANDEGLANG,PANIMBANG,36,01,060
BANTEN,SERANG,CIKEUSAL,36,04,080
BANTEN,SERANG,KRAGILAN,36,04,130
BANTEN,TANGERANG,LEGOK,36,03,060
BANTEN,SERANG,TANARA,36,04,271
BANTEN,SERANG,MANCAK,36,04,190
BANTEN,PANDEGLANG,LABUAN,36,01,120
BANTEN,PANDEGLANG,KORONCONG,36,01,192
BANTEN,PANDEGLANG,MAJASARI,36,01,181
BANTEN,PANDEGLANG,CISATA,36,01,101
BANTEN,PANDEGLANG,KARANGTANJUNG,36,01,191
BANTEN,TANGERANG SELATAN,SETU,36,74,010
BANTEN,TANGERANG,PERIUK,36,71,042
BANTEN,SERANG,WARINGINKURUNG,36,04,180
BANTEN,SERANG,BAROS,36,04,050
BANTEN,SERANG,LEBAK WANGI,36,04,251
BANTEN,TANGERANG,LARANGAN,36,71,011
BANTEN,CILEGON,GROGOL,36,72,022
BANTEN,PANDEGLANG,SOBANG,36,01,061
BANTEN,SERANG,BOJONEGARA,36,04,210
BANTEN,LEBAK,CURUGBITUNG,36,02,191
BANTEN,PANDEGLANG,CIMANGGU,36,01,020
BANTEN,CILEGON,CIWANDAN,36,72,010
BANTEN,PANDEGLANG,CADASARI,36,01,190
BANTEN,LEBAK,CIHARA,36,02,021
BANTEN,LEBAK,CIJAKU,36,02,050
BANTEN,LEBAK,CIRINTEN,36,02,091
BANTEN,TANGERANG,PASARKEMIS,36,03,120
BANTEN,TANGERANG,SUKAMULYA,36,03,132
BANTEN,SERANG,KASEMEN,36,73,060
BANTEN,PANDEGLANG,SAKETI,36,01,100
BANTEN,TANGERANG,CISAUK,36,03,081
BANTEN,PANDEGLANG,SUMUR,36,01,010
BANTEN,LEBAK,MALINGPING,36,02,010
KEPULAUAN RIAU,BINTAN,TAMBELAN,21,02,070
KEPULAUAN RIAU,LINGGA,SELAYAR,21,04,031
KEPULAUAN RIAU,NATUNA,SUAK MIDAI,21,03,031
KEPULAUAN RIAU,LINGGA,SINGKEP BARAT,21,04,010
KEPULAUAN RIAU,KARIMUN,MORO,21,01,010
KEPULAUAN RIAU,LINGGA,TEMIANG PESISIR,21,04,052
KEPULAUAN RIAU,NATUNA,SUBI,21,03,061
KEPULAUAN RIAU,KARIMUN,KUNDUR,21,01,020
KEPULAUAN RIAU,KARIMUN,MERAL BARAT,21,01,034
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,SIANTAN SELATAN,21,05,030
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,JEMAJA BARAT,21,05,011
KEPULAUAN RIAU,B A T A M,SEKUPANG,21,71,060
KEPULAUAN RIAU,BINTAN,GUNUNG KIJANG,21,02,061
KEPULAUAN RIAU,KARIMUN,KUNDUR UTARA,21,01,021
KEPULAUAN RIAU,BINTAN,BINTAN UTARA,21,02,050
KEPULAUAN RIAU,NATUNA,BUNGURAN BARAT,21,03,040
KEPULAUAN RIAU,KARIMUN,TEBING,21,01,033
KEPULAUAN RIAU,BINTAN,BINTAN TIMUR,21,02,060
KEPULAUAN RIAU,NATUNA,SERASAN TIMUR,21,03,062
KEPULAUAN RIAU,TANJUNG PINANG,TANJUNGPINANG TIMUR,21,72,020
KEPULAUAN RIAU,KARIMUN,MERAL,21,01,032
KEPULAUAN RIAU,TANJUNG PINANG,TANJUNGPINANG BARAT,21,72,040
KEPULAUAN RIAU,LINGGA,KATANG BIDARE,21,04,053
KEPULAUAN RIAU,B A T A M,BATU AMPAR,21,71,080
KEPULAUAN RIAU,KARIMUN,BELAT,21,01,024
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,PALMATAK,21,05,070
KEPULAUAN RIAU,BINTAN,MANTANG,21,02,062
KEPULAUAN RIAU,KARIMUN,DURAI,21,01,011
KEPULAUAN RIAU,NATUNA,BUNGURAN TIMUR LAUT,21,03,051
KEPULAUAN RIAU,LINGGA,LINGGA UTARA,21,04,040
KEPULAUAN RIAU,NATUNA,BUNGURAN TIMUR,21,03,050
KEPULAUAN RIAU,BINTAN,SERI KUALA LOBAM,21,02,052
KEPULAUAN RIAU,BINTAN,BINTAN PESISIR,21,02,063
KEPULAUAN RIAU,BINTAN,TELUK SEBONG,21,02,051
KEPULAUAN RIAU,KEPULAUAN ANAMBAS,JEMAJA,21,05,010
BALI,BULELENG,BUSUNGBIU,51,08,030
BALI,BANGLI,KINTAMANI,51,06,040
BALI,BULELENG,BULELENG,51,08,060
BALI,BADUNG,PETANG,51,03,060
BALI,GIANYAR,PAYANGAN,51,04,070
BALI,GIANYAR,GIANYAR,51,04,030
BALI,GIANYAR,TAMPAKSIRING,51,04,040
BALI,JEMBRANA,PEKUTATAN,51,01,040
BALI,BULELENG,SUKASADA,51,08,050
BALI,KARANGASEM,KARANGASEM,51,07,040
BALI,KLUNGKUNG,BANJARANGKAN,51,05,020
BALI,KARANGASEM,SIDEMEN,51,07,020
BALI,DENPASAR,DENPASAR TIMUR,51,71,020
BALI,BADUNG,ABIANSEMAL,51,03,050
BALI,BADUNG,KUTA,51,03,020
BALI,BULELENG,TEJAKULA,51,08,090
BALI,BADUNG,MENGWI,51,03,040
BALI,BANGLI,SUSUT,51,06,010
BALI,JEMBRANA,MELAYA,51,01,010
BALI,TABANAN,SELEMADEG BARAT,51,02,012
BALI,GIANYAR,UBUD,51,04,050
BALI,KLUNGKUNG,KLUNGKUNG,51,05,030
BALI,BULELENG,SERIRIT,51,08,020
BALI,GIANYAR,SUKAWATI,51,04,010
BALI,BADUNG,KUTA SELATAN,51,03,010
BALI,TABANAN,KERAMBITAN,51,02,020
BALI,JEMBRANA,JEMBRANA,51,01,021
BALI,BULELENG,KUBUTAMBAHAN,51,08,080
BALI,TABANAN,PUPUAN,51,02,080
DI YOGYAKARTA,YOGYAKARTA,PAKUALAMAN,34,71,080
DI YOGYAKARTA,BANTUL,BAMBANG LIPURO,34,02,050
DI YOGYAKARTA,BANTUL,KRETEK,34,02,030
DI YOGYAKARTA,YOGYAKARTA,JETIS,34,71,130
DI YOGYAKARTA,SLEMAN,TURI,34,04,150
DI YOGYAKARTA,KULON PROGO,LENDAH,34,01,050
DI YOGYAKARTA,GUNUNG KIDUL,GEDANGSARI,34,03,120
DI YOGYAKARTA,GUNUNG KIDUL,KARANGMOJO,34,03,080
DI YOGYAKARTA,SLEMAN,NGAGLIK,34,04,120
DI YOGYAKARTA,BANTUL,BANTUL,34,02,070
DI YOGYAKARTA,BANTUL,PIYUNGAN,34,02,120
DI YOGYAKARTA,YOGYAKARTA,WIROBRAJAN,34,71,110
DI YOGYAKARTA,GUNUNG KIDUL,TEPUS,34,03,040
DI YOGYAKARTA,GUNUNG KIDUL,NGLIPAR,34,03,130
DI YOGYAKARTA,GUNUNG KIDUL,PALIYAN,34,03,020
DI YOGYAKARTA,BANTUL,SEWON,34,02,140
DI YOGYAKARTA,BANTUL,SANDEN,34,02,020
DI YOGYAKARTA,SLEMAN,PRAMBANAN,34,04,090
DI YOGYAKARTA,SLEMAN,SEYEGAN,34,04,030
